transcript,gene
ENST00000566605,FUS
ENST00000566606,HSD11B2
ENST00000566612,CDH1
ENST00000566631,ULK3
ENST00000566634,MAN2C1
ENST00000566644,HAGH
ENST00000566658,SNAPC5
ENST00000566662,WWOX
ENST00000566672,HEXA
ENST00000566693,ASPHD1
ENST00000566710,BFAR
ENST00000566749,PPP4C
ENST00000566755,LONP2
ENST00000566756,CMTM3
ENST00000566774,ESRP2
ENST00000566775,UBE2I
ENST00000566808,CDH3
ENST00000566815,FAM65A
ENST00000566835,MLST8
ENST00000566842,KCTD13
ENST00000566848,TMEM219
ENST00000566849,ZSCAN29
ENST00000566859,MVP
ENST00000566861,SAXO2
ENST00000566868,CBFA2T3
ENST00000566889,FANCA
ENST00000566903,TAF1C
ENST00000566924,WDR59
ENST00000566925,HN1L
ENST00000566938,BBS4
ENST00000566978,PLA2G15
ENST00000566987,ZNF821
ENST00000566993,AC004381.6
ENST00000566995,TLDC1
ENST00000567024,ATXN2L
ENST00000567027,HEXA
ENST00000567030,NTAN1
ENST00000567037,FAM57B
ENST00000567042,PARP6
ENST00000567060,CLN6
ENST00000567064,MVD
ENST00000567065,INO80E
ENST00000567066,TGFB1I1
ENST00000567083,CELF6
ENST00000567118,PKM
ENST00000567126,NRG4
ENST00000567136,PLEKHG4
ENST00000567137,TP53TG3C
ENST00000567140,PMF1-BGLAP
ENST00000567142,DHX38
ENST00000567165,LYRM1
ENST00000567188,CNOT1
ENST00000567193,TMEM208
ENST00000567205,FANCA
ENST00000567211,LRRC36
ENST00000567239,NFAT5
ENST00000567263,PARP6
ENST00000567269,CDH16
ENST00000567270,COX5A
ENST00000567277,ADCY7
ENST00000567279,BBS4
ENST00000567282,MLST8
ENST00000567283,RPUSD1
ENST00000567295,METTL22
ENST00000567298,KLHDC4
ENST00000567346,SLC7A6
ENST00000567351,TEN1-CDK3
ENST00000567357,TK2
ENST00000567382,HSBP1
ENST00000567388,FAM219B
ENST00000567391,APRT
ENST00000567411,HEXA
ENST00000567430,CLEC3A
ENST00000567434,CCNDBP1
ENST00000567440,PARP6
ENST00000567441,TMEM62
ENST00000567442,RP11-1021N1.1
ENST00000567462,PLA2G10
ENST00000567466,TUBB8
ENST00000567468,GGA2
ENST00000567495,CLN3
ENST00000567507,LPCAT4
ENST00000567509,FHOD1
ENST00000567510,FANCA
ENST00000567523,BLOC1S6
ENST00000567525,GALNS
ENST00000567529,SCAMP5
ENST00000567530,BCKDK
ENST00000567539,MTHFSD
ENST00000567561,FHOD1
ENST00000567564,SGF29
ENST00000567567,MTMR10
ENST00000567578,C16orf58
ENST00000567582,CD276
ENST00000567587,CES4A
ENST00000567593,CMC2
ENST00000567595,LMF1
ENST00000567606,PML
ENST00000567617,C15orf39
ENST00000567621,FANCA
ENST00000567623,MLST8
ENST00000567625,ZNF598
ENST00000567635,SF3B3
ENST00000567640,HAUS2
ENST00000567646,NUPR1
ENST00000567651,ZNF778
ENST00000567664,TBX6
ENST00000567674,CDH3
ENST00000567679,TMEM202
ENST00000567683,FA2H
ENST00000567692,USP7
ENST00000567693,WDHD1
ENST00000567720,COMMD4
ENST00000567723,LRRC36
ENST00000567724,TP53TG3B
ENST00000567730,CSNK2A2
ENST00000567743,NAE1
ENST00000567756,ZFYVE19
ENST00000567773,ZNF785
ENST00000567784,GANC
ENST00000567787,RLBP1
ENST00000567816,ZWILCH
ENST00000567817,CAPN3
ENST00000567823,LRRC36
ENST00000567827,SPATA33
ENST00000567831,NOMO2
ENST00000567849,MAPK8IP3
ENST00000567880,TCF4
ENST00000567895,TRAPPC2L
ENST00000567918,DNAAF1
ENST00000567921,UBE2Q2
ENST00000567923,VWA9
ENST00000567936,NRG4
ENST00000567940,VWA9
ENST00000567941,ADPGK
ENST00000567943,FANCA
ENST00000567951,GLG1
ENST00000567962,ZNRF1
ENST00000567987,INO80E
ENST00000567988,FANCA
ENST00000567990,NFAT5
ENST00000567991,ADGRG3
ENST00000568000,KCTD13
ENST00000568001,ADAT1
ENST00000568004,PHLPP2
ENST00000568006,GBP3
ENST00000568007,SIAH1
ENST00000568008,DDX19B
ENST00000568010,LRRC36
ENST00000568016,MPHOSPH6
ENST00000568020,ZCCHC14
ENST00000568027,ATF7IP2
ENST00000568038,SMG1
ENST00000568044,TP53TG3D
ENST00000568062,ZFYVE19
ENST00000568069,CENPT
ENST00000568073,NRG4
ENST00000568077,C16orf13
ENST00000568101,ATP6V0D1
ENST00000568126,IQCK
ENST00000568133,MVD
ENST00000568153,CAPN3
ENST00000568167,TMEM202
ENST00000568180,DYNC1LI2
ENST00000568182,TMEM62
ENST00000568197,TMEM62
ENST00000568210,ULK3
ENST00000568222,RP11-1021N1.1
ENST00000568224,RP11-435I10.4
ENST00000568228,CMC2
ENST00000568245,ADGRG3
ENST00000568254,RSRP1
ENST00000568260,HEXA
ENST00000568269,EEF2K
ENST00000568273,ULK3
ENST00000568282,MAZ
ENST00000568287,NUBP2
ENST00000568295,ZNF276
ENST00000568300,IQCK
ENST00000568312,KIF22
ENST00000568315,SLC7A6OS
ENST00000568319,APRT
ENST00000568327,AP1G1
ENST00000568330,DBNDD1
ENST00000568331,SNAP23
ENST00000568338,KLHDC4
ENST00000568364,ORC6
ENST00000568365,SIRPB1
ENST00000568368,GOT2
ENST00000568369,FANCA
ENST00000568404,LRRC9
ENST00000568408,DDX19B
ENST00000568422,CLN3
ENST00000568423,SCAMP5
ENST00000568436,TOX3
ENST00000568438,MYO9A
ENST00000568445,CENPN
ENST00000568451,SNAP23
ENST00000568460,DDX19B
ENST00000568464,NDRG4
ENST00000568466,NFATC3
ENST00000568470,CES2
ENST00000568473,PRDM7
ENST00000568475,MT1F
ENST00000568484,AC114783.1
ENST00000568507,CCNDBP1
ENST00000568513,NTHL1
ENST00000568517,COX5A
ENST00000568519,NEIL1
ENST00000568526,CTD-2349B8.1
ENST00000568547,MTMR10
ENST00000568548,VAC14
ENST00000568549,SCAPER
ENST00000568556,RP11-345J4.5
ENST00000568559,TMEM170A
ENST00000568561,NME3
ENST00000568562,ATP6V0C
ENST00000568566,TSC2
ENST00000568577,SEPT1
ENST00000568578,RBMX
ENST00000568583,TRAPPC2L
ENST00000568591,PKD1
ENST00000568595,FHOD1
ENST00000568597,BLOC1S6
ENST00000568602,PMM2
ENST00000568604,MTMR10
ENST00000568612,VPS35
ENST00000568613,GALNS
ENST00000568626,FANCA
ENST00000568638,WFDC1
ENST00000568645,ADGRG1
ENST00000568665,RP11-350O14.18
ENST00000568666,ZNF821
ENST00000568673,TCF4
ENST00000568679,ULK3
ENST00000568698,CDH16
ENST00000568717,PSMD7
ENST00000568738,NTAN1
ENST00000568740,TCF4
ENST00000568746,IL4R
ENST00000568770,CDH13
ENST00000568774,MAPK8IP3
ENST00000568784,VPS35
ENST00000568794,COX4I1
ENST00000568798,MTHFSD
ENST00000568799,GGA2
ENST00000568805,ERI2
ENST00000568808,CCPG1
ENST00000568820,LYRM1
ENST00000568834,NUBP2
ENST00000568839,E2F4
ENST00000568875,SNAPC5
ENST00000568879,RP11-178L8.4
ENST00000568886,VAC14
ENST00000568890,CNEP1R1
ENST00000568926,ITGAL
ENST00000568961,ZNF821
ENST00000568963,BLOC1S6
ENST00000568964,LMF1
ENST00000568975,PRMT7
ENST00000568977,CPNE7
ENST00000568985,COQ7
ENST00000568990,TSNAXIP1
ENST00000568993,SNX20
ENST00000569004,VWA9
ENST00000569022,FBXO22
ENST00000569030,CLN3
ENST00000569036,CDH3
ENST00000569047,PRMT7
ENST00000569051,NOMO2
ENST00000569053,TMX3
ENST00000569057,ZFYVE19
ENST00000569063,CLK3
ENST00000569066,UBR1
ENST00000569075,TMEM87A
ENST00000569086,ZFPM1
ENST00000569144,CDH13
ENST00000569150,ZKSCAN2
ENST00000569170,RP11-166N6.3
ENST00000569177,MVD
ENST00000569189,GGA2
ENST00000569207,ATP2C2
ENST00000569210,RNF151
ENST00000569234,TERF2IP
ENST00000569236,NSMCE1
ENST00000569241,DUX4
ENST00000569260,CES1
ENST00000569270,CHTF18
ENST00000569280,TERF2
ENST00000569284,TEN1-CDK3
ENST00000569296,NAGPA
ENST00000569299,FAM96B
ENST00000569312,COQ7
ENST00000569316,CMTM2
ENST00000569319,DDX19A
ENST00000569323,ZFP90
ENST00000569327,ACSM2B
ENST00000569332,WWOX
ENST00000569337,UBR1
ENST00000569341,CFDP1
ENST00000569348,NAE1
ENST00000569352,CNN2
ENST00000569355,MAN2C1
ENST00000569357,TCF4
ENST00000569360,AC002310.11
ENST00000569365,RPS15A
ENST00000569376,TNRC6A
ENST00000569385,HAGHL
ENST00000569387,SIRPB1
ENST00000569388,NAE1
ENST00000569410,HEXA
ENST00000569440,BBS4
ENST00000569481,TMEM219
ENST00000569491,VWA9
ENST00000569505,TAF1C
ENST00000569508,FAM57B
ENST00000569509,HEXA
ENST00000569517,ADPGK
ENST00000569524,FAM219B
ENST00000569534,ADPGK
ENST00000569535,TMEM62
ENST00000569544,SULT1A4
ENST00000569547,RP11-106M3.5
ENST00000569552,LRRC36
ENST00000569565,VWA9
ENST00000569571,PRMT7
ENST00000569573,E2F4
ENST00000569609,TAF1C
ENST00000569620,WWP2
ENST00000569629,SIRPB1
ENST00000569630,CYP1A1
ENST00000569656,C16orf52
ENST00000569666,CMC2
ENST00000569693,ADPGK
ENST00000569717,ZNF19
ENST00000569719,TP53TG3C
ENST00000569722,RP11-795F19.5
ENST00000569745,CCNDBP1
ENST00000569747,KLHDC4
ENST00000569749,FBXO22
ENST00000569761,FAM219B
ENST00000569765,HN1L
ENST00000569771,DDX19A
ENST00000569774,BRD7
ENST00000569801,SNX29
ENST00000569802,OGFOD1
ENST00000569820,SPG7
ENST00000569857,PKM
ENST00000569871,NOB1
ENST00000569874,TBC1D24
ENST00000569876,LDHD
ENST00000569887,MVP
ENST00000569890,PARP6
ENST00000569898,NUBP2
ENST00000569903,ERN2
ENST00000569904,SCAMP2
ENST00000569926,TMEM62
ENST00000569936,STRA6
ENST00000569950,VPS35
ENST00000569957,INO80E
ENST00000569965,PML
ENST00000569971,UBR1
ENST00000569982,TMX3
ENST00000569985,PLA2G4F
ENST00000570000,CIAPIN1
ENST00000570001,PDXDC1
ENST00000570006,TMEM231
ENST00000570013,GANC
ENST00000570032,CES2
ENST00000570036,TLDC1
ENST00000570047,PHKB
ENST00000570059,PIGB
ENST00000570066,NARFL
ENST00000570074,METTL9
ENST00000570075,LRRC36
ENST00000570076,PMM2
ENST00000570085,ARIH1
ENST00000570086,CMC2
ENST00000570099,YPEL3
ENST00000570111,GGA2
ENST00000570112,MKRN3
ENST00000570123,COX4I1
ENST00000570132,METRN
ENST00000570134,PMM2
ENST00000570143,FAM219B
ENST00000570173,KIF22
ENST00000570174,LONP2
ENST00000570177,TCF4
ENST00000570178,HAUS2
ENST00000570189,MAP1LC3B
ENST00000570195,CMC2
ENST00000570204,FAM214A
ENST00000570208,ONECUT1
ENST00000570220,PLK1
ENST00000570224,MLST8
ENST00000570236,CES3
ENST00000570249,C16orf45
ENST00000570255,TMEM219
ENST00000570257,MAN2C1
ENST00000570259,HSBP1
ENST00000570263,DUX4
ENST00000570280,RHOT2
ENST00000570287,TCF4
ENST00000570289,NARFL
ENST00000570293,RP11-343C2.7
ENST00000570324,NPLOC4
ENST00000570337,FAM64A
ENST00000570346,NOMO3
ENST00000570353,SHBG
ENST00000570376,DNASE1
ENST00000570380,CTDNEP1
ENST00000570400,PAFAH1B1
ENST00000570403,TRAP1
ENST00000570458,MPDU1
ENST00000570477,DPH1
ENST00000570486,ZNF232
ENST00000570507,MCRIP1
ENST00000570511,MEFV
ENST00000570527,SHBG
ENST00000570539,SRRM2
ENST00000570547,SHBG
ENST00000570569,TMEM256-PLSCR3
ENST00000570587,KCNAB3
ENST00000570594,PRSS21
ENST00000570600,TMEM256-PLSCR3
ENST00000570616,SLC12A4
ENST00000570618,ARL17B
ENST00000570629,PRSS21
ENST00000570652,HGS
ENST00000570664,DNASE1
ENST00000570699,FAM57A
ENST00000570740,CDC27
ENST00000570760,CTD-2545G14.7
ENST00000570767,RSL1D1
ENST00000570769,DNASE1
ENST00000570772,MYL4
ENST00000570783,SLC2A4
ENST00000570790,KIAA0753
ENST00000570807,DNASE1
ENST00000570818,CDC27
ENST00000570819,NAA60
ENST00000570833,DPH1
ENST00000570848,DERL2
ENST00000570852,KCNAB3
ENST00000570854,TEPSIN
ENST00000570856,GABARAP
ENST00000570857,DNAJA3
ENST00000570928,CORO7
ENST00000570932,AATK
ENST00000570962,HLF
ENST00000570965,TOM1L1
ENST00000570985,PSMB10
ENST00000571011,TRAP1
ENST00000571018,TVP23B
ENST00000571074,SAT2
ENST00000571076,ZNF232
ENST00000571092,OXLD1
ENST00000571115,TEPSIN
ENST00000571125,TMEM256-PLSCR3
ENST00000571135,XAF1
ENST00000571139,TRPV3
ENST00000571146,ELP5
ENST00000571178,PAM16
ENST00000571186,CIITA
ENST00000571207,MINK1
ENST00000571217,XAF1
ENST00000571218,B3GNTL1
ENST00000571227,CORO7
ENST00000571263,CDRT1
ENST00000571278,ASPA
ENST00000571288,DHODH
ENST00000571291,NMRAL1
ENST00000571298,METTL16
ENST00000571303,MLKL
ENST00000571309,PSMB6
ENST00000571311,MAPT
ENST00000571319,TOM1L1
ENST00000571371,CA10
ENST00000571376,SLC43A2
ENST00000571405,ZC3H7A
ENST00000571406,ARHGAP17
ENST00000571418,DPH1
ENST00000571436,ZZEF1
ENST00000571448,NMRAL1
ENST00000571450,CARD14
ENST00000571451,NLRP1
ENST00000571460,DNASE1
ENST00000571464,YBX2
ENST00000571467,ADCY9
ENST00000571476,DERL2
ENST00000571480,ARHGAP17
ENST00000571494,WSCD1
ENST00000571503,OXLD1
ENST00000571540,CNTROB
ENST00000571558,RPAIN
ENST00000571587,ELMO3
ENST00000571594,FN3KRP
ENST00000571632,CNTROB
ENST00000571637,P2RX1
ENST00000571643,CDC27
ENST00000571673,XAF1
ENST00000571735,BSG
ENST00000571739,TRAPPC1
ENST00000571756,CORO7
ENST00000571757,OXLD1
ENST00000571770,MKL2
ENST00000571804,TRAP1
ENST00000571806,TSR1
ENST00000571809,ZFP90
ENST00000571817,WDR45B
ENST00000571822,MPDU1
ENST00000571841,RP11-156P1.2
ENST00000571843,ARHGAP17
ENST00000571846,CYB5D1
ENST00000571858,AKAP10
ENST00000571864,NSF
ENST00000571878,PRSS36
ENST00000571882,TXNDC11
ENST00000571886,GTF3C1
ENST00000571907,PRPSAP2
ENST00000571916,CCDC137
ENST00000571955,EIF5A
ENST00000571957,TXNDC17
ENST00000571980,UBE2G1
ENST00000571981,MYL4
ENST00000571986,PAM16
ENST00000572008,RPS15A
ENST00000572018,FAM57A
ENST00000572021,TRIM25
ENST00000572033,NOMO3
ENST00000572047,ACOX1
ENST00000572050,TEPSIN
ENST00000572053,ABCC1
ENST00000572080,GAA
ENST00000572090,RSL1D1
ENST00000572094,SLC13A5
ENST00000572102,TVP23A
ENST00000572105,ACTG1
ENST00000572111,SRL
ENST00000572147,TMC5
ENST00000572152,ABR
ENST00000572153,CORO7
ENST00000572158,TOM1L1
ENST00000572182,SHBG
ENST00000572220,GLOD4
ENST00000572235,KIAA0753
ENST00000572237,DNASE1
ENST00000572244,MEFV
ENST00000572248,DPH1
ENST00000572251,FBXO39
ENST00000572252,SEPT1
ENST00000572262,SHBG
ENST00000572272,NLRP1
ENST00000572290,NUP88
ENST00000572316,MYL4
ENST00000572329,BAIAP2
ENST00000572333,CFAP52
ENST00000572341,AKAP10
ENST00000572347,GP2
ENST00000572360,TOM1L1
ENST00000572412,ANKFY1
ENST00000572415,FOPNL
ENST00000572428,TVP23A
ENST00000572447,FAM64A
ENST00000572484,UBE2G1
ENST00000572485,SLC2A4
ENST00000572497,ARRB2
ENST00000572546,XAF1
ENST00000572548,ZSCAN10
ENST00000572558,COX11
ENST00000572583,WDR45B
ENST00000572584,NAA60
ENST00000572591,SCPEP1
ENST00000572632,CLUAP1
ENST00000572645,MCRIP1
ENST00000572699,ZZEF1
ENST00000572719,MPDU1
ENST00000572739,NAA60
ENST00000572756,NDE1
ENST00000572787,TOPBP1
ENST00000572801,SLC43A2
ENST00000572815,EIF5A
ENST00000572820,PRRT2
ENST00000572831,ZZEF1
ENST00000572834,DERL2
ENST00000572875,SGSM2
ENST00000572883,SRRM2
ENST00000572919,RP11-235E17.2
ENST00000572936,MPDU1
ENST00000572940,PLD2
ENST00000572942,NAA60
ENST00000572949,USP6
ENST00000572956,METTL22
ENST00000572967,NDE1
ENST00000572977,B3GNTL1
ENST00000572991,ARL17B
ENST00000573004,CAMTA2
ENST00000573015,ZNF232
ENST00000573028,VPS53
ENST00000573029,RSL1D1
ENST00000573035,GTF2I
ENST00000573052,URI1
ENST00000573062,SGSM2
ENST00000573070,TMEM256-PLSCR3
ENST00000573078,ACOX1
ENST00000573087,FOPNL
ENST00000573150,SGSH
ENST00000573174,TXNDC11
ENST00000573186,NEURL4
ENST00000573196,YWHAE
ENST00000573203,NDE1
ENST00000573212,NPLOC4
ENST00000573253,PRPSAP2
ENST00000573314,VWA9
ENST00000573326,AKAP1
ENST00000573331,TMEM256-PLSCR3
ENST00000573332,LITAF
ENST00000573345,NAA60
ENST00000573360,TVP23A
ENST00000573370,CLUAP1
ENST00000573377,ITGB3
ENST00000573391,STRA6
ENST00000573401,PCYT2
ENST00000573474,CCDC40
ENST00000573476,TFAP4
ENST00000573487,TMEM159
ENST00000573493,CTC-479C5.12
ENST00000573502,CDC27
ENST00000573520,NMRAL1
ENST00000573538,LCAT
ENST00000573539,TRPV3
ENST00000573542,EIF5A
ENST00000573550,CDC27
ENST00000573557,FAM64A
ENST00000573565,ALDH3A2
ENST00000573571,NMRAL1
ENST00000573577,RPAIN
ENST00000573578,ZNF263
ENST00000573616,WDR45B
ENST00000573618,RSL1D1
ENST00000573621,RP11-1099M24.7
ENST00000573625,ARHGAP17
ENST00000573637,DERL2
ENST00000573651,NEURL4
ENST00000573688,TMEM159
ENST00000573692,SRRM2
ENST00000573715,ARL16
ENST00000573747,MYL4
ENST00000573770,SERPINF1
ENST00000573790,INPP5K
ENST00000573795,SNF8
ENST00000573852,SCARF1
ENST00000573891,CACNA1A
ENST00000573920,ACSM5
ENST00000573940,CYB5D1
ENST00000573947,ALDH3A2
ENST00000573966,TEKT1
ENST00000574023,DHX33
ENST00000574033,TMC5
ENST00000574107,CCDC137
ENST00000574110,URI1
ENST00000574129,SLC25A10
ENST00000574175,TRAP1
ENST00000574190,MCRIP1
ENST00000574194,ERCC4
ENST00000574196,CYB5D1
ENST00000574200,CCDC137
ENST00000574205,CTDNEP1
ENST00000574206,FN3KRP
ENST00000574239,SLC47A2
ENST00000574294,TVP23B
ENST00000574304,CDC27
ENST00000574311,CORO7
ENST00000574327,FAM57A
ENST00000574356,FN3KRP
ENST00000574418,BCL7C
ENST00000574446,CISD2
ENST00000574448,CRYM
ENST00000574453,MINK1
ENST00000574464,EPN3
ENST00000574478,FBXW10
ENST00000574502,ARRB2
ENST00000574505,SGSH
ENST00000574509,MRM3
ENST00000574518,DNAH2
ENST00000574539,SHBG
ENST00000574554,GLOD4
ENST00000574558,MPDU1
ENST00000574581,GLOD4
ENST00000574583,MEFV
ENST00000574592,CLUAP1
ENST00000574633,UBE2G1
ENST00000574639,TFAP4
ENST00000574666,URI1
ENST00000574674,ZNF263
ENST00000574691,NUBP1
ENST00000574692,ACSM2A
ENST00000574699,TNFRSF12A
ENST00000574723,RPS15A
ENST00000574732,ULK2
ENST00000574734,TXNDC17
ENST00000574752,METTL16
ENST00000574755,VPS33B
ENST00000574767,RPTOR
ENST00000574804,BAIAP2
ENST00000574821,COX11
ENST00000574832,FN3KRP
ENST00000574838,TXNDC17
ENST00000574884,SLC25A10
ENST00000574897,NPLOC4
ENST00000574911,NCBP3
ENST00000574937,CFAP52
ENST00000574951,CAMTA2
ENST00000574952,DERL2
ENST00000574954,ARRB2
ENST00000574955,INPP5K
ENST00000574962,XAF1
ENST00000574982,GP2
ENST00000575011,MYO1C
ENST00000575019,SLC26A11
ENST00000575022,FBXO39
ENST00000575040,PKMYT1
ENST00000575041,ZC3H7A
ENST00000575049,TSR1
ENST00000575069,P4HB
ENST00000575076,NAA60
ENST00000575106,DNAJA3
ENST00000575112,RPAIN
ENST00000575134,CLUAP1
ENST00000575135,TVP23A
ENST00000575147,XAF1
ENST00000575151,C17orf97
ENST00000575162,DPH1
ENST00000575194,SPNS3
ENST00000575203,DPEP2
ENST00000575223,CCDC137
ENST00000575225,NOMO3
ENST00000575230,SLC13A5
ENST00000575245,BAIAP2
ENST00000575246,PLD2
ENST00000575247,CFAP52
ENST00000575287,CIC
ENST00000575288,PITPNA
ENST00000575294,STX8
ENST00000575298,ANKFY1
ENST00000575314,SHBG
ENST00000575316,PLD2
ENST00000575329,PELP1
ENST00000575334,CORO7-PAM16
ENST00000575360,SIRT7
ENST00000575369,XAF1
ENST00000575384,ALDH3A2
ENST00000575400,RNF167
ENST00000575423,SCPEP1
ENST00000575426,LITAF
ENST00000575467,LCAT
ENST00000575474,RP11-542C16.2
ENST00000575479,DNASE1
ENST00000575500,CARD14
ENST00000575528,GLOD4
ENST00000575557,NMRAL1
ENST00000575592,TEKT1
ENST00000575599,RPAIN
ENST00000575636,PAM16
ENST00000575639,TRAPPC1
ENST00000575667,DPH1
ENST00000575707,TRAP1
ENST00000575709,USP6
ENST00000575729,SHBG
ENST00000575750,BAIAP2
ENST00000575770,ABR
ENST00000575784,SPAG7
ENST00000575785,LA16c-306E5.2
ENST00000575790,GLOD4
ENST00000575813,PLD2
ENST00000575823,ZNF263
ENST00000575826,SAT2
ENST00000575851,GLOD4
ENST00000575857,SLC12A4
ENST00000575858,STX8
ENST00000575877,ARRB2
ENST00000575882,TOM1L1
ENST00000575903,SHBG
ENST00000575992,OXLD1
ENST00000575995,NMRAL1
ENST00000576008,RPS15A
ENST00000576017,TMEM256
ENST00000576050,DNASE1
ENST00000576056,FAM64A
ENST00000576066,MPDU1
ENST00000576069,SPNS3
ENST00000576154,SCPEP1
ENST00000576207,TNK1
ENST00000576235,ARRB2
ENST00000576239,GLOD4
ENST00000576272,MPDU1
ENST00000576315,MEFV
ENST00000576353,SNF8
ENST00000576370,COX11
ENST00000576377,SLC12A4
ENST00000576380,P4HB
ENST00000576381,PRSS22
ENST00000576419,GLOD4
ENST00000576437,CORO7
ENST00000576460,NOMO3
ENST00000576478,SHBG
ENST00000576484,CDC27
ENST00000576499,CFAP52
ENST00000576500,ZSCAN32
ENST00000576517,WDR45B
ENST00000576544,ACTG1
ENST00000576551,DERL2
ENST00000576556,METTL16
ENST00000576582,CALCOCO2
ENST00000576589,NOMO3
ENST00000576599,B3GNTL1
ENST00000576625,LCMT1
ENST00000576630,CFAP52
ENST00000576633,SMYD4
ENST00000576637,CORO7
ENST00000576646,INPP5K
ENST00000576670,GLOD4
ENST00000576679,MCRIP1
ENST00000576708,NUP88
ENST00000576721,SLC43A2
ENST00000576724,XAF1
ENST00000576728,SHBG
ENST00000576730,MCRIP1
ENST00000576750,GLOD4
ENST00000576790,MYH11
ENST00000576805,ZFP90
ENST00000576863,ZNF213
ENST00000576911,DNAJA3
ENST00000576914,ARL16
ENST00000576930,EIF5A
ENST00000576932,TOM1L1
ENST00000576935,NMRAL1
ENST00000576941,SGSH
ENST00000576969,TXNDC11
ENST00000577008,FAM57A
ENST00000577009,TNK1
ENST00000577016,TRPV3
ENST00000577021,MINK1
ENST00000577103,ABCC6
ENST00000577138,RP1-4G17.5
ENST00000577191,ACADVL
ENST00000577210,COPS3
ENST00000577246,COPS3
ENST00000577252,MYO1D
ENST00000577277,TRPV2
ENST00000577290,BLMH
ENST00000577335,SCO1
ENST00000577337,PGAP3
ENST00000577342,MYO15B
ENST00000577425,ANAPC11
ENST00000577427,SCO1
ENST00000577432,NARF
ENST00000577435,GGA3
ENST00000577440,SEPT4
ENST00000577442,CDK5RAP3
ENST00000577450,DRG2
ENST00000577483,SSH2
ENST00000577509,FDXR
ENST00000577524,ARHGAP28
ENST00000577531,TMEM241
ENST00000577541,TOP2A
ENST00000577554,TRIM37
ENST00000577565,SNRPN
ENST00000577572,SS18
ENST00000577596,DHX40
ENST00000577597,MAP3K3
ENST00000577605,CASC3
ENST00000577626,FLII
ENST00000577636,SS18
ENST00000577647,CTD-2501B8.1
ENST00000577662,CTD-2535L24.2
ENST00000577664,CDK5RAP3
ENST00000577691,LGALS9C
ENST00000577703,NDUFV2
ENST00000577755,MBP
ENST00000577812,NARF
ENST00000577813,ANXA8
ENST00000577820,ISYNA1
ENST00000577823,KSR1
ENST00000577824,MKS1
ENST00000577830,CUEDC1
ENST00000577831,MED1
ENST00000577840,CUEDC1
ENST00000577857,ACADVL
ENST00000577865,TRPV2
ENST00000577880,SMCHD1
ENST00000577888,C17orf62
ENST00000577891,ABHD3
ENST00000577903,SLC13A2
ENST00000577908,ZNF207
ENST00000577910,RPL17-C18orf32
ENST00000577932,FDXR
ENST00000577934,TP53I13
ENST00000577940,DDX42
ENST00000577948,MYO15B
ENST00000577953,PRR29
ENST00000577960,CEP95
ENST00000577969,TRIM16L
ENST00000577999,RNF138
ENST00000578001,ERAL1
ENST00000578006,RHBDL3
ENST00000578018,CDK5RAP3
ENST00000578021,CTD-2370N5.3
ENST00000578026,GDPD1
ENST00000578055,OSBPL1A
ENST00000578063,PRKCA
ENST00000578071,ELAC2
ENST00000578078,KRT39
ENST00000578090,BLMH
ENST00000578091,OSBPL1A
ENST00000578101,FLII
ENST00000578112,SMARCE1
ENST00000578131,SEPT4
ENST00000578134,CDK5RAP3
ENST00000578137,DDX42
ENST00000578178,PPP4R1
ENST00000578193,MBP
ENST00000578205,RHOT1
ENST00000578209,MPRIP
ENST00000578230,SPAG5
ENST00000578267,MPDU1
ENST00000578272,MBD2
ENST00000578305,MIF4GD
ENST00000578306,TSPYL2
ENST00000578317,COPS3
ENST00000578328,IKBKE
ENST00000578337,NT5C
ENST00000578339,ZNF830
ENST00000578351,ARHGDIA
ENST00000578373,ERBB2
ENST00000578386,SMURF2
ENST00000578390,PLXDC1
ENST00000578392,GPS1
ENST00000578399,FBXO15
ENST00000578400,DDX5
ENST00000578415,TSEN54
ENST00000578419,ENGASE
ENST00000578421,ACADVL
ENST00000578426,DHRS7B
ENST00000578454,NCOA4
ENST00000578461,OSBPL7
ENST00000578469,SREBF1
ENST00000578473,FDXR
ENST00000578476,EIF4A1
ENST00000578479,SPAG5
ENST00000578481,LGALS9B
ENST00000578503,EPB41L3
ENST00000578519,SKA2
ENST00000578520,TMEM241
ENST00000578525,CDK5RAP3
ENST00000578537,CTC1
ENST00000578542,PRR11
ENST00000578544,ANAPC11
ENST00000578563,LGALS9C
ENST00000578575,MYO15A
ENST00000578577,STARD3
ENST00000578584,CTD-2370N5.3
ENST00000578614,ALDH3A2
ENST00000578616,HEXDC
ENST00000578638,LLGL2
ENST00000578670,GIT1
ENST00000578674,LRRC37B
ENST00000578692,CRLF3
ENST00000578694,RAB11FIP4
ENST00000578700,SS18
ENST00000578719,LLGL2
ENST00000578733,CDK5RAP3
ENST00000578734,RAB31
ENST00000578767,DRG2
ENST00000578773,GGA3
ENST00000578775,HEXDC
ENST00000578789,MKS1
ENST00000578808,PLXDC1
ENST00000578830,NUP85
ENST00000578832,HSD11B1L
ENST00000578839,ACE
ENST00000578875,PPP4R1
ENST00000578898,AKAP10
ENST00000578901,MED24
ENST00000578912,ARL5C
ENST00000578928,CD226
ENST00000578954,SS18
ENST00000578979,PFAS
ENST00000578987,NUP85
ENST00000578997,POLG2
ENST00000579020,GDPD1
ENST00000579028,BRIP1
ENST00000579040,SSH2
ENST00000579047,AKT2
ENST00000579055,DNAI2
